Test ID,Test Date,Tester Name,Type of Question,Build / Version,Sprint / Cycle,Channel Tested,Language Tested,Question ID,Query Text (Original),Question Category,Time Question Asked (HH:MM:SS),Time Answer Received (HH:MM:SS),Respo nse Time (mins) [Auto],SLA Status,Question in Review Model?,Question Correctly Framed?,Original Language,Translated Language,Translation Quality,Translation Error Type,Tagging,Allocated to Reviewer?,Author's Name,Author Assignment Time,Author Completion Time,Author TAT (mins) [Auto],Reviewer1 Name,Reviewer1 Assignment Time,Reviewer1 Completion Time,Review1 TAT (mins) [Auto],Reviewer2 Name,Reviewer2 Assignment Time,Reviewer2 Completion Time,Review2 TAT (mins) [Auto],Reviewer3 Name,Reviewer3 Assignment Time,Reviewer3 Completion Time,Review3 TAT (mins) [Auto],Reviewer4 Name,Reviewer4 Assignment Time,Reviewer4 Completion Time,Review4 TAT (mins) [Auto],Reviewer5 Name,Reviewer5 Assignment Time,Reviewer5 Completion Time,Review5 TAT (mins) [Auto],Moderator's Name,Moderator Assignment Time,ModeratorCompletion Time,Moderator TAT (mins) [Auto],Follow-up Q in Review Model?,Answer Scientifically Correct?,Expert Name Displayed?,Correct Expert Name?,Source Links Provided?,120-min Msg Shown to User?,Notification Received?,Notification on Same Thread?,Notification Linked Correct Q-ID?,Voice Input Working?,Voice Output Working?,Voice Input Quality,Voice Output Quality,Voice Issue Description,Weather Q Answered Correctly?,Mandi Price Q Correct?,Scheme Q Correct?,Question Saved in DB?,Answer Saved in DB?,Q-ID Consistent Across Systems?,WhatsApp vs Web Answer Match?,Overall Test Status,Defect Severity,"Defect ID / Bug Ref
Zoho Desk Ticketing",Reviewer Remarks,Tester Remarks,Status,,,
TL-3228,2026-06-30,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f17438c-434b-686f-8005-6689eee7de45,What are the key characteristics and cultivation requirements for the Sankeshwari chilli variety in Maharashtra?,Seed and Variety Selection,09:34:00,09:34:18,18sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,C Sai Durga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Yes,Provided and relevant,NA,NA,NA,NA,Yes,Yes,clear,clear,NIL,NA,NA,NA,Yes,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,Good output ,Expected Output,,,
TL-3229,2026-06-30,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f174392-91ca-6132-8005-1e4cb90801d7,"g estaI planted the Sitara variety of chilli seeds, but after 75 days, I have observed a very low germination rate and poor seedlinblishment. What could be the reasons and how can I manage this in Maharashtra?",Seed and Variety Selection,09:37:00,09:37:07,7sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Shivendra Pratap Singh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Yes,Provided and relevant,NA,NA,NA,NA,Yes,Yes,clear,clear,NIL,NA,NA,NA,Yes,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,Good output ,Expected Output,,,
TL-3230,2026-06-30,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f174397-445b-6e97-8005-d6e6f6b87dca,"Could you please provide detailed information regarding the characteristics, cultivation practices, and benefits of the Pusa Jwala chilli variety in Maharashtra?",Seed and Variety Selection,09:39:00,09:39:13,13sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Shivendra Pratap Singh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Yes,Provided and relevant,NA,NA,NA,NA,Yes,Yes,clear,clear,NIL,NA,NA,NA,Yes,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,Good output ,Expected Output,,,
TL-3231,2026-06-30,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f17439b-ba2f-6510-8005-13381bb87daf,How can I obtain information regarding recommended chilli varieties and contact the Maharashtra Agriculture Department for guidance in Maharashtra?,Seed and Variety Selection,09:41:00,09:41:13,13sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Dev Jagdishbhai Bhutiya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Yes,Provided and relevant,NA,NA,NA,NA,Yes,Yes,clear,clear,NIL,NA,NA,NA,Yes,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,Good output ,Expected Output,,,
TL-3232,2026-06-30,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f1743bd-9783-639c-8005-fe5f9a3643df,"What are the symptoms of Mango Hopper infestation, and what are the most effective management strategies to control it in Kerala?",Insect–Pest Management,09:56:00,09:56:22,22sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Lovely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Yes,Provided and relevant,NA,NA,NA,NA,Yes,Yes,clear,clear,NIL,NA,NA,NA,Yes,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,Good output ,Expected Output,,,
TL-3236,2026-06-30,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f1744ca-1785-6dd0-8005-de729d2ad01a,"What are the symptoms of potassium deficiency in mango trees, and how can it be effectively managed in Kerala?",Soil Health and Nutrient Management,11:56:00,11:56:30,30sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Monica M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Yes,Provided and relevant,NA,Received Late,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,Yes,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,Good output,Expected Output,,,
TL-3237,2026-06-30,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f174503-ffb6-6944-8005-2081dabbcaaa,What are the effective management strategies for controlling leaf-eating caterpillars in mango orchards in Kerala?,Insect–Pest Management,12:22:00,12:22:24 PM,24sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Atul Raj,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Yes,Provided and relevant,NA,Received Late,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,Yes,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,Good output,Expected Output,,,
TL-3238,2026-06-30,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f17450d-80ea-6e62-8005-693b15d56b1f,"What are the best practices for selecting, preparing, and planting mango seedlings in a new orchard in Kerala?",Seed and Variety Selection,12:26:00,12:26:39,39sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Rajwant Kaur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Yes,Provided and relevant,NA,Received Late,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,Yes,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,Good output,Expected Output,,,
TL-3239,2026-06-30,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f174517-6f1b-67f7-8005-bb6278813013,How can I manage ant infestations in my mango orchard in Kerala?,Insect–Pest Management,12:31:00,12:31:06,6sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Anil Kumar S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Yes,Provided and relevant,NA,Received Late,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,Yes,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,Good output,Expected Output,,,
TL-3240,2026-06-30,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f17451b-ce9b-651e-8005-614fe2f283ef,"How can I procure high-quality mango seedlings for my orchard, and what factors should I consider during selection in Kerala?",Seed and Variety Selection,12:33:00,12:33:03,3sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Sharmila S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Yes,Provided and relevant,NA,Received Late,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,Yes,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,Good output,Expected Output,,,
TL-3241,2026-06-30,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f174520-a052-640d-8005-402882cfc3c2,How can I identify and manage worm infestations in mango fruits in Kerala?,Insect–Pest Management,12:35:00,12:35:12,12sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Sapanpreet Kaur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate/Dynamic,Yes,Yes,Yes,Provided and relevant,NA,Received Late,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,Yes,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,Good output,Expected Output,,,
TL-3358,2026-06-30,T. Vishnu Vardhan,UNIQUE,0.1,NIL,WhatsApp,English,"1f17475a-615b-6981-8013-96cab4d8f338
                           6a43a625d5bbcaa6bc8222de",What are the causes and management strategies for interrupted panicle emergence in paddy crops in Odisha?,Plant protection,16:49:00,07:20:51,"14 hours, 31 minutes",SLA Breached,Yes,Well Framed,English,English,Good,NIL,NA,Yes,Rimpa Bera,4:51:04 PM,18:35:31,1h 44m 26s,Mallikarjun,6:40:04 PM,6:53:57 PM,13m 52s,Vinay,8:48:08 PM,10:03:03 PM,1h 14m 54s,Ambika,10:12:04 PM,10:21:51 PM,9m 46s,Mariselvi,10:33:04 PM,10:48:10 PM,15m 6s,Jahnavi Gaddam,6:03:08 AM,6:10:14 AM,7m 5s,Tejas Dange,6:10:14 AM,7:20:51 AM,12 minutes 51 seconds,NA,Yes,Yes,Yes,Provided & Relevant,Yes,Not Received,Yes,Coreect,NA,Yes,clear,Clear,"NIl, no issue",NA,NA,NA,Yes,Saved,Yes,NA,Pass,No Defect,NA,NIL,"SLA brecahed, received answer next day.",Expected Output,,,
TL-3359,2026-06-30,T. Vishnu Vardhan,UNIQUE,0.1,NIL,WhatsApp,Telugu,"1f17475a-615b-6981-8013-96cab4d8f338
                        6a43a647d5bbcaa6bc822306","If herbicide is accidentally applied in the wrong method or wrong dosage in a paddy field in Odisha, what immediate actions and corrective measures should be taken?",Weed Management,16:49:00,7:13:05 AM,"14 hours, 24 minutes",SLA Breached,Yes,Well Framed,English,Telugu,Good,NIL,NA,Yes,Rimpa Bera,4:55:04 PM,17:26:30,31m 26s,Mariselvi,6:35:05 PM,7:04:24 PM,29m 19s,Mallikarjun,7:12:04 PM,7:21:55 PM,9m 50s,Ambika,7:31:04 PM,7:42:33 PM,11m 28s,Vinay,7:57:05 PM,8:05:02 PM,7m 57s,NA,NA,NA,NA,Simranpreet Kaur,8:05:02 PM,7:13:05 AM,4 minutes 4 seconds,NA,Yes,Yes,Yes,Provided & Relevant,Yes,Not Received,Yes,Coreect,NA,Yes,clear,Clear,"NIl, no issue",NA,NA,NA,Yes,Saved,Yes,NA,Pass,No Defect,NA,NIL,"SLA brecahed, received answer next day.",Expected Output,,,
TL-3360,2026-06-30,T. Vishnu Vardhan,UNIQUE,0.1,NIL,WhatsApp,Telugu,"1f17475a-615b-6981-8013-96cab4d8f338
                   6a43a666d5bbcaa6bc8223a2",What is the recommended dosage and application method for using Ferterra in paddy cultivation in Odisha?,Plant protection,16:50:00,07:13:25,"14 hours, 25 minutes",SLA Breached,Yes,Well Framed,English,Telugu,Good,NIL,NA,Yes,Rajwant Kaur,5:07:04 PM,17:30:12,23m 7s,Mallikarjun,6:54:04 PM,7:03:03 PM,8m 58s,Ambika,7:14:07 PM,7:30:53 PM,16m 46s,Vinay,8:06:04 PM,8:28:58 PM,22m 53s,NA,NA,NA,NA,NA,NA,NA,NA,Shivendra Pratap Singh,8:28:58 PM,7:13:25 AM,3 minutes 25 seconds,NA,Yes,Yes,Yes,Provided & Relevant,Yes,Not Received,Yes,Coreect,NA,Yes,clear,Clear,"NIl, no issue",NA,NA,NA,Yes,Saved,Yes,NA,Pass,No Defect,NA,NIL,"SLA brecahed, received answer next day.",Expected Output,,,
TL-3430,2026-06-01,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f174f1b-f460-620f-8005-85bf84b39c97,"What are the causes, symptoms, and management strategies for stem bleeding disease in mango trees in Kerala?",Disease Management,07:38:00,07:38:27,27sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Sippora Nandam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,Yes,Yes,Clear,Clear,Good input and output,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,Good output,Expected Output,,,
TL-3431,2026-06-01,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f174f1e-5a47-6217-8005-630802fb58c2,What are the effective methods for controlling Loranthus infestation in mango trees in Kerala?,Weed Management,07:39:00,07:39:31,31sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Bisen Nupur Chandrakumar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,Yes,Yes,Clear,Clear,Good input and output,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,Good output,Expected Output,,,
TL-3432,2026-06-01,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f174f1e-ebc5-60f0-8005-cab9ebabc2d6,"What are the causes, symptoms, and management strategies for rot in mango fruits in Kerala?",Disease Management,07:39:00,07:39:46,46sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Prerna Bharti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,Yes,Yes,Clear,Clear,Good input and output,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,Good output,Expected Output,,,
TL-3448,2026-06-01,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f1750f8-38ba-6a22-8005-189ce96b477d,How effective is herbicide spray for weed control in wheat during foggy conditions in Haryana?,Weed Management,11:11:00,11:11:31,31sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Yash Praveen Khot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Provided & Irrelevant,NA,NA,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,SAVED,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,Good output,Expected Output,,,
TL-3449,2026-06-01,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f1750f4-89d1-6991-8005-d52089c85221,What is the recommended amount of Raxil for seed treatment in wheat in Haryana?,Seed and Variety Selection,11:09:00,11:09:52,52sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Rajwant Kaur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,SAVED,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,Good output,Expected Output,,,
TL-3450,2026-06-01,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f175104-b730-68c0-8005-ee40665fa537,What are the recommended early sown wheat varieties for Haryana region?,Seed and Variety Selection,", 11:17 AM",11:17:07,7sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Jayashree N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,SAVED,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,Good output,Expected Output,,,
TL-3451,2026-06-01,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f175113-3f29-6288-8005-405bc79ea37e,"Can sulfosulfuron and 2,4-D herbicides be mixed together for weed control in wheat in Haryana?",Plant protection,11:23:00,11:23:37,37sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Khaja Suhaib,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,SAVED,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,Good output,Expected Output,,,
TL-3452,2026-06-01,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f175118-886b-65d4-8005-dd4d145cc4f7,Which spray should I use to control aphids (mandusi) in wheat in Haryana?,Insect–Pest Management,11:25:00,11:25:59,59sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Tejas Dange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,Good output,Expected Output,,,
TL-3453,2026-06-01,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f17511b-3ae9-6667-8005-f9d9c14d3543,How can I manage pesticide resistance in wheat crop in Haryana?,Insect–Pest Management,11:27:00,11:27:11,11sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Shivendra Pratap Singh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,Good output,Expected Output,,,
TL-3454,2026-06-01,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f175124-e6e4-6211-8005-0090f2210b05,Which are the new wheat varieties suitable for cultivation in Haryana?,Seed and Variety Selection,11:31:00,11:31:31,31sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Rohan Chand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,Good output,Expected Output,,,
TL-3455,2026-06-01,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f175127-6f6e-6c13-8005-74d904231bf9,What is the recommended information regarding foliar application of urea and zinc sulphate in wheat in Haryana?,Soil Health and Nutrient Management,11:32:00,11:32:39,39sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Pooja Soni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,Good output,Expected Output,,,
TL-3456,2026-06-01,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f17512c-2b43-6b69-8005-759c64cdf6a2,What are the important considerations and problems related to wheat sowing in Haryana?,Cultural and Crop Management Practices,11:34:00,11:34:46,46sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Monica M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,Good output,Expected Output,,,
TL-3457,2026-06-01,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f175130-7b20-63bf-8005-ff0f8c401d6b,What are the effective methods for controlling diseases in wheat crop in Haryana?,Disease Management,", 11:36 AM",11:36:41,41sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Girishma Gonnabathula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,Good output,Expected Output,,,
TL-3458,2026-06-01,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f17513c-496d-6a49-8005-78690798a77c,What is the recommended fertilizer application schedule for wheat crop in Haryana?,Soil Health and Nutrient Management,11:41:00,11:41:58,58sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Tejas Dange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,Good output,Expected Output,,,
TL-3459,2026-06-01,Ithagani Shireesha,GDB,0.1,NIL,Web App,English,1f175143-a313-6b3a-8005-a7bb10036e73,How to control narrow-leaved weeds (choti mandusi) and broad-leaved weeds (badi mandusi) in wheat crop in Haryana?,Weed Management,11:45:00,11:45:16,16sec,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Yes,Shivendra Pratap Singh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,Good output,Expected Output,,,
TL-3477,2026-06-01,Lavanya Mathialagan,GDB,0.1,NIL,Web App,English,1f17508c-9614-651f-8005-647ce15071c6,What are the characteristics and yield potential of the improved wheat variety DBW-17 in Haryana?,Seed and Variety Selection,10:23:00,10:23:22,22sec,Within SLA,Successfully Identified as Duplicate,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,NA,NA,NA,NA,Yes,Yes,Clear,Clear,NIl,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,good to go,Expected Output,,,
TL-3478,2026-06-01,Lavanya Mathialagan,GDB,0.1,NIL,Web App,English,1f1750a1-8b68-6f4e-8005-87f254fdf826,Which improved wheat varieties are suitable for saline-alkali soils in Haryana?,Seed and Variety Selection,10:32:00,10:32:44,44sec,Within SLA,Successfully Identified as Duplicate,Well Framed,English,Hindi,Wrong ,Asked question in english but received answer in hindi,Correctly Tagged as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,NA,NA,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,Pass,High,NIL,NIL,Asked in english and answer given hindi mixed english,Anomaly Found in Output,,,
TL-3479,2026-06-01,Lavanya Mathialagan,GDB,0.1,NIL,Web App,English,1f1750b4-c655-63bd-8005-a9ad5d271f4c,How can I control button weed (Bathu) in wheat crop in Haryana?,Weed Management,10:41:00,10:41:21,21sec,Within SLA,Successfully Identified as Duplicate,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,NA,NA,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,NA,Pass,No Defect,NIL,NIL,Good to go,Expected Output,,,
